hour,oaid,os,item_names,brand,sw,sh
21,,Android_12,"剧情,喜剧,爱情,家庭",HUAWEI,2597,1228
21,,Android_12,"古装,武侠,剧情,芒果出品",HUAWEI,1600,2006
7,,,"都市,爱情,芒果出品",apple,2048,1536
21,,Android_10,"喜剧,爱情,芒果出品",HONOR,720,1411
3,,,其他,apple,2160,1620
22,,,"青春,校园",apple,2160,1620
21,4FC52646190A49C3BDF0C6BB9EFC7AC9d225184565bf9fd932290b86e982d882,Android_12,"益智,真人秀,搞笑,芒果出品",OPPO,1080,2237
23,,,"警匪,爱情,悬疑,芒果出品",apple,2048,1536
21,,,"古装,武侠,剧情,芒果出品",apple,1334,750
0,98A66F161EE545C3BE392B616B8F2521440bf4f12427dde10d13195fe0b55ba0,Android_10,"悬疑,犯罪,芒果出品",OPPO,1080,2264
23,,,"都市,爱情,剧情",apple,2532,1170
23,,,"都市,爱情,剧情",apple,2532,1170
8,,Android_12,"家庭,爱情",HONOR,2146,1080
21,e4a71b3be9ea088e,Android_12,"情感,旅游,真人秀,芒果出品",Redmi,2244,1080
2,,,"都市,爱情",apple,1170,2532
23,,,"芒果出品,真人秀,明星,搞笑",apple,2048,1536
21,681d332f9b66a2bef60dbeeb6540121027f5ce573ed2d476fa53d1908d016d60,Android_10,其他,vivo,1080,2342
22,,,"剧情,喜剧,芒果出品",apple,828,1792
1,,,其他,apple,1792,828
22,,,"青春,校园",apple,2224,1668
22,4087845d3fa3e97e,Android_9,"明星,真人秀,竞演",Xiaomi,1080,2221
4,7F3819B2FB074E26994AF0675C5DB866db0a4e0999b23332d1b04ba94e9e18df,Android_11,"真人秀,美食,明星",OPPO,2172,1080
22,,,"文化,脱口秀,搞笑",apple,1170,2532
22,,Android_12,"都市,爱情,剧情",HUAWEI,2204,1084
21,89D8FF6588C14B109A19F8E66CA3E87Fe3b64147734c2a1893109ae6a857cfe8,Android_10,"芒果出品,青春,网剧,爱情,偶像",OPPO,1080,2264
22,a3487253841768a75549c48938034694b65d0b5bd29f9d6bc5cc7375257683a1,Android_13,年代,vivo,1080,2283
9,1b2f398aafd797edd5fabeef298018a3d00ce0e1fa4d879b7668ae45f5d9e14d,Android_11,其他,vivo,1080,2342
22,18e1d9c644149e9f,Android_13,"纪实,生活,真人秀",Xiaomi,1080,2175
21,,,"文化,脱口秀,搞笑",apple,2360,1640
0,25de5b74d16d54a0a42c84decf2ea5c0cdd5080dd096472e52a264c5d10c0f58,Android_10,"真人秀,教育",vivo,1080,2216
1,,,其他,apple,2224,1668
1,2307922a9753f2482cbc837a2a4009ac8f6073df75254069cac6b57fc3a98d3d,Android_13,"剧情,喜剧,爱情,家庭",vivo,1080,2194
22,,,"爱情,都市,家庭",apple,2732,2048
7,A123E363D902407CB3CC710009793E5B49e84885179a25da743f501f5ca85263,,"剧情,家庭",OPPO,720,1520
7,,,"爱情,言情,都市,芒果出品",apple,1125,2436
7,4c5998ce31afe64e5a4bb06e2367aa56915841711a2713f2131cff2974aa6a56,Android_10,"剧情,悬疑,爱情",vivo,2340,1080
0,,,"爱情,言情,都市,芒果出品",apple,1284,2778
0,,Android_12,"都市,爱情,剧情",HONOR,2160,1080
4,963A33FF0F924768B76D42A4C4CB5CB6c4a7b355b3e2c5ea8cea7ea60f5be7ce,Android_11,其他,OPPO,1536,684
8,,Android_10,"亲子,芒果出品,真人秀",HUAWEI,1080,2289
8,,Android_9,"爱情,都市,家庭",Xiaomi,2198,1080
0,,Android_10,其他,HONOR,1080,2322
22,0a7d7dd1aa4d1070,Android_13,"都市,爱情",Xiaomi,1440,2911
22,,,"都市,爱情,剧情",apple,2556,1179
23,4A4E0EB397584639B7C1884DE9E1013C8e7399e8bfb21136d33ad82330ea7a40,,"明星,真人秀,芒果出品",OPPO,720,1424
7,,,"都市,爱情,芒果出品",apple,2778,1284
1,325C0819F2824928892B63F91FCD7CAB450bf309f9d7296def29f917a3ff60c2,Android_12,"真人秀,音乐",realme,1080,2249
1,,,"战争,剧情",apple,2048,1536
3,,Android_10,其他,HUAWEI,1600,2006
7,,,"亲子,明星,真人秀,教育,芒果出品",apple,1125,2436
2,877B337120864776933FA4239C5D3C47da5124e8f734b507935b0f545e889c0d,Android_12,"剧情,悬疑,爱情",realme,2290,1080
0,,Android_10,"悬疑,犯罪,芒果出品",HUAWEI,2289,1080
23,F107909AB79A44C88FF6C88BE06B7E6707e29c5a976780081fc06b342d7031c4,Android_12,"都市,剧情",OPPO,1080,2161
1,E0D1B992E4374CEA95A6A48018C144E18c87b65151dd4ac54957ebc65932524c,Android_10,"悬疑,犯罪,芒果出品",OPPO,720,1544
23,,Android_10,"爱情,都市,家庭",HUAWEI,1200,2499
3,,Android_13,"明星,真人秀,芒果出品",HONOR,1224,2592
11,,,"爱情,剧情,喜剧,都市,家庭",apple,828,1792
9,,Android_12,"爱情,剧情,喜剧,都市,家庭",HUAWEI,807,1324
12,eefd2b6393d8a613,Android_11,"爱情,偶像",Redmi,1080,2276
13,,Android_12,"芒果出品,悬疑,犯罪",HUAWEI,1344,2590
14,,Android_10,"都市,家庭,芒果出品",HONOR,720,1360
9,,Android_12,"纪实,生活,真人秀",HONOR,1200,2000
12,499de6b4b5a4d6cc1ffd82c672d02730c6b61456507389ea447a3fae8d30c709,Android_13,"都市,爱情",vivo,2192,1080
13,,,"音乐,芒果出品",LENOVO,900,1600
10,,,其他,apple,1242,2688
15,,,"明星,真人秀,芒果出品",apple,1284,2778
12,4998a9242f3410a02436b8f35068fb05a17b8b5801afff767c8c1c7e41ec9e89,Android_11,其他,vivo,1080,2216
14,16EB3CD921C344639D31AD4BA5724C0E150bbe75077f0cc81f60a3f244fec66d,Android_11,"都市,爱情,芒果出品",OPPO,1080,2302
14,,Android_11,"爱情,都市,职场,芒果出品",HONOR,2289,1080
12,,Android_10,"爱情,都市,家庭",HUAWEI,1080,2295
10,c98183ba78b0f6f0,Android_12,"剧情,悬疑,谍战,年代",Redmi,2320,1080
11,62EA41D819B745FE973AD818255E95B4e6fbc1c8588297eede0ad41a2e59d68d,Android_11,其他,OPPO,1080,2285
12,E4321B59DEBA4145BFEDF560C399EFB3685800ebc67c989f936219ba06bc196b,Android_12,"真人秀,芒果出品",OPPO,720,1460
9,5CA41223C0DB4EE58ADA23FC2EF6E06Ca1bcc4b74956babd4b94643ab7879112,Android_10,"纪实,生活,真人秀",OPPO,1080,2228
12,A347CFF63BB54B95AA38440D9EA38EBB4ed779bee1f5f2356a4c3e87c579d0cb,Android_12,"爱情,悬疑,犯罪",OPPO,1080,2158
13,,,"古装,爱情,芒果出品",apple,1125,2436
14,,Android_12,"爱情,都市,家庭",HONOR,1080,2214
15,89BAB8EDBFA046ED883A4C1844686A8Dc3653e49c53f1befb3ffdbd1b527031d,Android_12,其他,realme,1448,720
11,,Android_10,"古装,爱情",HUAWEI,1080,2259
13,,,"益智,芒果出品",apple,2778,1284
12,341dead55626119655fa70cb315b36360ac2ea49ceab04b360f6d000707ab73f,Android_11,其他,vivo,2157,1080
13,,,"古装,宫廷,言情,芒果出品",apple,1170,2532
11,,,"剧情,喜剧,爱情,家庭",apple,2532,1170
10,,,"芒果出品,网剧,都市,爱情",apple,2532,1170
12,,,其他,apple,2208,1242
13,,,其他,apple,828,1792
13,,Windows,"都市,爱情,剧情",,1280,720
13,19801284566A4D7687D3B44958A769802a91ef808a226866c7dc556ebc73f617,Android_10,"爱情,都市,家庭",OPPO,2200,1080
10,,Mac,"都市,爱情,剧情",,1440,900
14,,,"都市,爱情,剧情",apple,2388,1668
12,,Android_10,"纪实,生活,真人秀",HUAWEI,1200,2499
11,4db24a13269228e6487ca71cae69e51ae1ce014f23c3b832e70ba9015d2a2e8f,Android_11,"亲子,芒果出品,真人秀",vivo,1080,2216
15,3587409c5d6bed7a,Android_12,剧情,Redmi,1080,2190
12,2bd23a87986db271d9cad717635c89e648964505592bc5b53ab8239cbe576060,Android_13,"都市,爱情",samsung,1080,2176
15,77dc1607957f205c1f2cdb4d484b1b02019cd3a8d23ac95e24ed7084df9674e5,Android_12,其他,vivo,1080,846
14,47a9a50290f8cbcbc35db307aa4591dac4d3f3fc3c65fb8944c16e9237c61637,Android_10,"都市,芒果出品,剧情",vivo,2244,1080
10,8FF1EBFCF0B14554ADA4CE08B5CAEDC3f8cec22c7fbb1077577dd2af26e2ca05,Android_11,"青春,校园",OPPO,2290,1080
12,,Android_10,"爱情,都市",HUAWEI,1152,2268
12,20F5D503BB82410092944E95AF92EE9Cca46e8be935fc29526c4a3076c58d7fb,Android,其他,OPPO,2158,1080
15,,Android_10,"爱情,都市,家庭",HUAWEI,2231,1080
12,,,"音乐,竞技",apple,2048,1536
11,0128175D98C049B4A4D9C1CF78599B11b19bd6c4e823f4d9bacd332e672868ad,Android_10,"都市,爱情",OPPO,2153,1080
13,,Android_12,"都市,爱情,芒果出品",HUAWEI,1152,2268
15,,Windows,"爱情,都市,家庭",,1536,864
11,,Mac,"剧情,喜剧,爱情,家庭",,,
15,,,"都市,爱情,芒果出品",apple,1242,2208
15,E0BDDA57079F477BA26636F87BA7F2B8f8515f83074231dd6c95e4e5bbbd0dab,Android_10,"青春,都市,爱情",OPPO,1080,2198
15,,,"剧情,爱情,芒果出品",apple,2532,1170
10,,,"真人秀,美食",apple,2436,1125
13,,,"剧情,喜剧,爱情,家庭",apple,2778,1284
14,,,"都市,爱情,芒果出品",apple,828,1792
11,,Android_12,"古装,爱情,芒果出品",HUAWEI,1080,2241
13,,,"都市,芒果出品,剧情",apple,750,1334
13,f7c523c3f4f10326,Android_12,其他,Redmi,1080,2280
12,,,剧情,apple,2532,1170
12,,,"真人秀,明星,竞技",apple,828,1792
11,,,"芒果出品,爱情,古装",apple,1334,750
14,B2B13FF31B6743138BBC3FFD0EE6FE56905ac6fd6c59904321a880f2f4b50c1b,Android_11,"都市,家庭,芒果出品",realme,1080,2158
11,,,"剧情,爱情,芒果出品,都市",OPPO,1080,2264
12,,Android_10,"都市,爱情",HONOR,1236,2562
14,C18A46EAD6A3465B89DABAB4FA2591A80756da0f8bc6ae6dac245d0c0fdc74d6,,"剧情,都市",OPPO,720,1424
12,d0d8acb487d3c5b0,Android_11,"古装,爱情,芒果出品",Xiaomi,1080,2255
11,59284FA9E8CD4E7AAC6F1D73ABD7CFB1e3527d5f792c60c896efad89d9c00617,Android_12,"明星,真人秀,芒果出品",OPPO,1080,2290
14,,Android_10,"校园,青春,奇幻,喜剧,爱情",HUAWEI,1080,2107
12,CA93FE61C8874CF3B0BB384C1B639246025e5a1c6a1a3f00b4e9f4e895f6529e,,"古装,武侠,剧情,芒果出品",OPPO,720,1544
13,,Android_9,其他,OPPO,2196,1080
9,,,"纪实,生活,真人秀",apple,828,1792
13,448E80D34A614DF088AF346C4F08F113b303d949006fbb3c3ba02060cd9aea29,Android_12,"剧情,喜剧,爱情,家庭",OPPO,1080,2285
12,,Android_11,"芒果出品,青春,偶像,爱情,古装,网剧",HONOR,720,1552
14,146C22F847584C02946AA42593EAABD39721a083a00459368a9335c80f1815ce,Android,"芒果出品,古装,爱情,玄幻,网剧",OPPO,2280,1080
15,,Linux,"真人秀,教育",,,
11,ca92f20628b59212,Android_12,"警匪,剧情,芒果出品",Xiaomi,1440,3063
11,,,"音乐,芒果出品",apple,1170,2532
13,,,"都市,爱情,剧情",apple,2532,1170
11,,,"古装,武侠,剧情,芒果出品",apple,1125,2436
10,,,"剧情,爱情,芒果出品,都市",apple,750,1334
12,,Android_10,"古装,武侠,剧情,芒果出品",HONOR,1080,2322
12,,,"青春,校园",apple,1290,2796
13,758E4C6F00284DC8A7E334B4ED0A97B401a0e9743496a36de769c9b3ac157a49,Android_10,"益智,真人秀,搞笑,芒果出品",OPPO,1080,2200
13,43096b21d3938162,Android_12,"爱情,都市,家庭",Xiaomi,1440,3007
12,,Android_10,"古装,武侠,剧情,芒果出品",HUAWEI,1080,2232
12,289F8D131A1B4CB180A5811C70ACF85C4d1e51712ee6ec14c66d5f8640903988,Android_10,"剧情,爱情,芒果出品,都市",OPPO,1080,2132
11,,,"纪实,生活,真人秀",apple,828,1792
9,,,"都市,爱情",apple,750,1334
11,,Android_10,"剧情,悬疑,谍战,年代",HONOR,720,1552
12,,,"益智,真人秀,搞笑,芒果出品",apple,2360,1640
12,,,"爱情,都市,家庭",apple,1170,2532
15,,,"爱情,偶像",apple,1284,2778
15,,,其他,apple,1242,2208
10,,,其他,apple,1170,2532
12,,Android_10,"剧情,都市,芒果出品",HUAWEI,1600,2006
11,,,其他,HUAWEI,1184,720
12,8ef9d908187508a1,Android_11,"剧情,家庭",Redmi,1080,2111
12,,,"益智,真人秀,搞笑,芒果出品",vivo,1280,720
14,,,"都市,爱情,芒果出品",apple,1170,2532
11,,Android_10,"爱情,都市,家庭",SMARTISAN,1080,2142
15,35b9d49a299e2ba6,Android_11,其他,Xiaomi,1080,2296
12,6eaded9626b109ef,Android_11,"芒果出品,真人秀,明星,搞笑",Redmi,2305,1036
10,,Android_10,其他,HONOR,1080,2282
14,,Android_11,"古装,爱情,悬疑,芒果出品",HUAWEI,1228,2597
12,3066A767C95745C2A6D00168688E278B2df3dc57b2fd89b8d0be5f7e9cd2fd59,Android_12,"剧情,犯罪",realme,720,1504
13,,Android_9,"益智,真人秀,搞笑,芒果出品",HUAWEI,2039,1080
15,5fbb63a3925426cb,Android_10,"都市,爱情,芒果出品",Xiaomi,1080,2115
16,,Windows,其他,,,
13,3BC0C00652EB403183D8F8B4145D9F1E5a4ecddd3c15e213c4fd10456bfad4ab,Android_11,"纪实,生活,真人秀",OPPO,1080,2290
11,6DCE5332C5D842E9A183583FEC22D62562e80ce3475dca52ffc93a5ef0e14eff,Android_11,"真人秀,美食,明星",OPPO,1080,2242
17,,,"真人秀,音乐",TablePC,1196,800
18,BCA16C3C0ADB4914AFDB2E7913476A065a2334edd5c1d099b65aa472accc1ea4,Android_12,"都市,爱情",OPPO,720,1548
18,,Android_12,年代,HONOR,1080,2316
16,973ac83d36726180,Android_10,"纪实,生活,真人秀",Xiaomi,2159,1036
19,,Android_11,"真人秀,美食,明星",HONOR,2560,1600
19,,,"都市,家庭,芒果出品",apple,1284,2778
19,5bbf95777282910c,Android_11,"爱情,剧情,喜剧,都市,家庭",Redmi,2330,1080
20,7E0812244B7D43D399995EA8D681B5E28a5a4279fd3896cac29f2cf5edbd3f6b,Android_12,"战争,剧情",OPPO,1442,720
18,,,其他,apple,1170,2532
18,,,"剧情,喜剧,爱情,家庭",apple,1242,2688
19,,,"爱情,都市,家庭",apple,1170,2532
17,0ec3fdb71b865e104f1188bcd3db68b1074b7513bc96e1dc46c271f6cf21c948,Android_10,"芒果出品,悬疑,犯罪",vivo,2152,1080
19,c8add6ba6def5e0a,Android_12,"剧情,古装,爱情",Redmi,1080,2167
17,,Android_11,其他,PTAC,1080,2282
16,A6E3B7268AE34F35A1798F37311ACFDA36fec3adaa7dbdc3be782942d38209d9,Android_12,"文化,脱口秀,搞笑",OPPO,2293,1080
19,,Android_10,"爱情,都市,家庭",HUAWEI,2560,1600
17,,,"芒果出品,爱情,古装",SUGAR,1344,720
18,,,"剧情,悬疑,谍战,年代",,,
19,933fdf7a3e4eb6ad66f5ac0f1f899daf195cf81153b4e1aabb8856ac82b14879,Android_13,"芒果出品,爱情,古装",vivo,1080,2313
20,68cfeffa12b63526,Android_12,"都市,爱情,芒果出品",Redmi,2360,1080
17,651F6C6C68224C18AB4703775C0301DFac99bad4cf271cc29e7f3a288cc8cf0e,Android_11,"警匪,悬疑,都市",OPPO,1440,3024
18,,Android_12,"益智,真人秀,搞笑,芒果出品",HUAWEI,2560,1600
19,,,"都市,剧情",apple,2048,1536
20,A28565FD0318459A9ED67A3CD2C034F0ed67007e35c4ad39d628c548d072169d,Android_11,"战争,剧情",OPPO,2290,1032
17,,,"芒果出品,爱情,古装",apple,2436,1125
19,,,"爱情,都市,家庭",apple,1170,2532
17,FB74F02DB1934980813F1BE2C7C9F06843bffda7618035208f710ee4e413ad01,Android_12,"爱情,都市,家庭",OPPO,1080,2158
19,,,其他,apple,1170,2532
17,,Android_12,"爱情,古装,芒果出品,悬疑,剧情,网剧",HONOR,2289,1080
19,,,"真人秀,益智,芒果出品",apple,2360,1640
17,,,"爱情,都市,家庭",apple,1242,2688
20,,,其他,apple,2360,1640
20,,,其他,apple,1284,2778
17,FED98DB1908941BE90534E3A757BCC5Ea678d5b845013e868e7cc583593d8249,Android_10,剧情,realme,2290,1080
17,FD02C991B3574213BA06A066B9C065ABfc189ba37a383df49541cfe25a2a048f,Android_11,"爱情,都市,家庭",OPPO,1080,2242
16,a58f3c1b88c3cf08,Android_11,"爱情,都市,家庭",Xiaomi,1080,2206
20,,,"剧情,犯罪",apple,1170,2532
17,,Android_12,"文化,脱口秀,搞笑",HUAWEI,1188,2693
20,,,"青春,都市,爱情",apple,2224,1668
18,d175b33b5b34ea78,Android_12,"芒果出品,青春,网剧,爱情,都市",Xiaomi,1080,2166
20,,,"都市,爱情,芒果出品",apple,1170,2532
17,F945467BA7C54A9681EA1472C6DB3A71a5ed3cae0860d24d20120801431ef10f,Android_9,"悬疑,芒果出品",OPPO,1920,1080
18,,Android_10,"古装,爱情,芒果出品",HONOR,1080,2340
17,,Windows,"科幻,爱情",,,
17,,,"都市,芒果出品,剧情",apple,2160,1620
19,,Android_9,"都市,爱情,芒果出品",HUAWEI,1080,2265
20,9660496C21D04115B3305E7DD8249CD8951bc9464172e85322bab6605a454d54,,其他,OPPO,720,1360
19,,,"剧情,犯罪",apple,2360,1640
17,FA7558B8F76645938BF15C8B0C9E0CC9e43ca747779aff013b5e095e81c313bc,Android_10,"战争,剧情",OPPO,1080,2068
20,80290196021D484B892BC5A3AF555C1358cef52cd732f5279696b2a3a56cc9ae,Android_10,"青春,偶像,爱情",OPPO,1544,720
19,,,"芒果出品,真人秀,明星,搞笑",apple,1179,2556
18,,,"文化,脱口秀,搞笑",apple,2048,1536
19,,,"文化,脱口秀,搞笑",apple,750,1334
16,,,"剧情,都市",apple,2556,1179
19,,,"芒果出品,悬疑,犯罪",apple,2160,1620
17,c06bf66190774a13b83e653912e73b52dda7ce4d489a07fe69a36471f2db2836,Android_10,"剧情,喜剧,爱情,家庭",vivo,1080,2324
17,,,"芒果出品,青春,偶像,爱情,古装,网剧",apple,828,1792
18,33A6F98E40104D398A7BE252E49810908bb1f65256df1ebace40b30f6e231606,Android_9,音乐,OPPO,2128,1080
20,,,"战争,剧情",apple,2360,1640
19,,,"都市,爱情,芒果出品",apple,1170,2532
17,DBA09A9686D046EEBFB4D388BA5B70F955e9bb5a55db051eb33e9c7224296c25,Android_12,"都市,剧情,爱情",OPPO,1080,2161
16,,Android_12,其他,HONOR,1475,720
17,,,"剧情,爱情,芒果出品",apple,1170,2532
20,,,"真人秀,益智,芒果出品",apple,1334,750
17,,,"都市,爱情",apple,2688,1242
19,,Android_13,"都市,爱情,剧情",HONOR,2184,1080
19,,Android_10,"战争,剧情",HUAWEI,945,1792
20,,,"爱情,都市",apple,2532,1170
19,d3a69ddfd457d305,Android_12,"都市,芒果出品,剧情",Redmi,1080,2280
18,,,其他,apple,1170,2532
19,6FBD798AC72A4746A52FBEBE94B076AB1d913d712d7e5d6e353a67f3b01cfc88,Android_11,其他,OPPO,720,1440
18,,Android_12,其他,HUAWEI,2560,1600
20,3e916157c82b9ec2,Android_12,"芒果出品,都市,爱情",Xiaomi,1600,2524
20,,Android_10,其他,HONOR,1080,2340
19,113CF9E54C0C4D76A9A1CC20ED260081261bec7cc809078a8032783be3279257,Android_13,"爱情,都市",OPPO,1080,2161
18,15D8F68816E84C5BAE464430CAC2B29B457207014e88558a5b9723e29e07f960,Android,"家庭,爱情",OPPO,1080,2141
16,,Android_12,"芒果出品,悬疑,网剧,古装,喜剧",HUAWEI,1224,2601
17,8FD7AC53F18148E5829E34B7897D2BC2858baeee0b54f3a932f88700c8657e1b,Android_12,"真人秀,音乐",OPPO,1076,1080
17,,,"明星,真人秀,芒果出品",apple,1792,828
19,FF11F80E45184A389EA5296F0B8E587Ba6a8ec876f1f03c5ea342de8907b8703,Android_12,其他,OPPO,1080,2161
17,,,"战争,剧情",apple,828,1792
18,5a2ed310ecd2093bb90089a11669532dabcee06f63ac3c86dd1a575622881320,Android_10,"悬疑,芒果出品",vivo,720,1470
18,,,"宫廷,古装,爱情,剧情",apple,1792,828
20,,Android_10,"爱情,都市",HONOR,720,1552
17,23B89244DA2B4709932860E1049F0FD4d10317dfaeb4dba3cd168e214d7534de,Android_13,其他,OPPO,1080,2161
19,,,"芒果出品,都市,剧情",apple,1170,2532
20,7BB9D1961CE648EA8EB3BE31224505DAb30706c74fdbd37e1695179806258bbf,Android_11,"都市,爱情,芒果出品",OPPO,720,1504
16,BA0C0E2B02DF4C998A0A6C716CA0E473d1801fc98680ad4192bfa153692bf4f3,Android_11,"爱情,都市,家庭",realme,1536,720
19,2870008C2F0A4EAB95390FC5504C1AF0dd047a6ce78fc831fa7d11b301d137a9,Android_12,其他,OPPO,1080,2158
19,,Windows,"古装,爱情,芒果出品",,,
19,,,"家庭,爱情",apple,2388,1668
19,ecff8e678bd41a75,Android_12,"爱情,都市,家庭",Redmi,2304,1036
23,555f73c2a2194d93,Android_11,"剧情,喜剧,爱情,家庭",Redmi,2264,1036
20,,,"剧情,喜剧,爱情,家庭",apple,2688,1242
21,11272B4DC7AB40C2AF84AB157EE14EF8ca1145cebbbbc64a1e1bbce0829e5a62,Android,"剧情,喜剧,爱情,家庭",OPPO,1080,2234
21,c3bd0d983c6e6d3d1f93da083b310f6435cb91bf58cabd7af5eb8332eb953360,Android_10,"剧情,爱情,芒果出品",vivo,1080,2324
23,78517a37a68ed14b,Android_12,"都市,爱情,剧情",Redmi,2305,1036
21,548e162aace82174,Android_11,"仙侠,古装,爱情",Xiaomi,,
21,,Android_9,"古装,武侠,剧情,芒果出品",HONOR,1080,1920
21,,Android_10,"真人秀,美食",HUAWEI,1080,2259
21,,Android_10,"都市,爱情,剧情",HUAWEI,2091,1080
23,,Android_12,"都市,爱情",HUAWEI,1600,2560
21,,Android_10,"纪实,生活,真人秀",HONOR,1080,2292
23,,Android_10,"爱情,都市",HUAWEI,1080,2049
22,3031544B22B941A49756BDDCB6A0BDF3d35528ab448baa7f91c61cb072b72498,Android_10,"战争,剧情",OPPO,1080,2264
21,,,"古装,爱情",HONOR,1080,1806
22,,,"青春,校园",apple,1170,2532
21,583e87c67ffdd9619f893ef5d37dac54bdacd1af94f329863365f78a9ff595fe,Android_13,"文化,脱口秀,搞笑",samsung,1080,2168
20,22185384305C446F98E2E9F95B19F057882bfa5fa3fd87d10f617cfe9b357510,Android_11,"青春,校园",OPPO,1080,2242
23,,Android_10,"剧情,悬疑,爱情",HONOR,1080,2214
21,,Android_10,其他,HONOR,1473,720
22,7FDE13EA81FA4AA18C341D6DFDAB3FD73f3f6d6dc98dbe395fdc1098208d1fc1,Android_10,其他,OPPO,720,1544
23,,Android_10,"文化,脱口秀,搞笑",HUAWEI,1920,1200
22,AA09A539F7F8412FA753B7CE57C1902703dca6b618ce0124da69d49798f9be94,Android_13,"爱情,悬疑,犯罪",OPPO,1080,2239
21,,,"真人秀,明星,竞技",apple,2224,1668
21,,Android_10,其他,HUAWEI,1080,2139
22,,,"剧情,都市",HUAWEI,1223,800
22,,,"纪实,生活,真人秀",apple,2224,1668
22,7E96143E78854C6197857B7F372A54D7da9d24d10f317f4fa5f847e8615fb075,Android_12,"真人秀,美食,明星",OPPO,2290,1080
22,,Android_10,其他,HONOR,1080,2322
21,2866fc2e320491a1e07c69285e816cac5142f4be025400723db60aae0fb58f3c,Android_11,"都市,芒果出品,剧情",vivo,1080,2283
23,b76494ba1e6af855be74569892ddf6d2fbe7e441f58c2814e1f516cfa10a6dd2,Android_10,"爱情,偶像",vivo,2241,1080
21,6ddbe46aae73e9b9,Android_10,"爱情,言情,都市,芒果出品",Redmi,1080,2220
22,,,音乐,apple,2532,1170
22,,,"都市,爱情",apple,828,1792
23,,,其他,apple,1125,2436
21,191355926EEA48C2BA4A7228FF3ABEFC14b388e1c465c3508778e61a7ed688ad,,"剧情,悬疑,犯罪",OPPO,720,1280
23,cf158317bf3d23b1d515b1c8ecbda49f8e9a991c684a6df4dd1e3739ba8968ea,Android_11,"都市,剧情",vivo,,
21,A706D01915C7407AACF17A208731C3E054f33dd1da93c39eb0133e17d4f7068a,Android_10,"都市,爱情,剧情",OPPO,1456,720
21,c753168dcd7a617e,Android_10,"纪实,生活,真人秀",Redmi,1080,2111
21,,,其他,apple,2732,2048
22,,,"真人秀,益智,芒果出品",apple,2048,1536
22,b5e4a8cab95a657ac1001eb65cc1407ba1263367ba5ff0ff6cf683b2ae1bb923,Android_11,其他,vivo,2216,1080
21,85A916B9DCD644569C4C7DD431BE1A6678794562b6ebd85265a5f023dd0614a6,,"真人秀,芒果出品",OPPO,1424,720
22,,Android_9,"剧情,爱情,都市,芒果出品",HUAWEI,1920,1080
23,,,"爱情,都市,家庭",apple,2778,1284
22,16E58AA3396E4152B60D0A29F499D75F93738bb1cb9d81f5e95209b101b30693,Android_12,"真人秀,竞技",OPPO,1080,2150
20,,,"战争,剧情",apple,1125,2436
21,4190c685be76eaf8,Android_10,"剧情,犯罪",Xiaomi,1080,2120
21,458d09d3a6ae49d0,Android_10,"都市,芒果出品,剧情",Redmi,1080,2110
21,6420F63584CD4929B04F351A3FD75C3C44149162cd49929c7ae2c95cba5bd299,Android_12,"战争,剧情",OPPO,1080,2293
22,,,"芒果出品,青春,网剧,爱情,都市",apple,828,1792
23,dfc7b14f26d627c145ffe0dc9a85372052045c9a780ab6d77dabb63a4ad0d39a,Android_12,"剧情,犯罪",samsung,1080,2106
23,,,"都市,职场",apple,2048,1536
21,2f65752ef4261ae19aa979a525d328405a6e6201e364920d013d237bfb5e3382,Android_13,"情感,旅游,真人秀,芒果出品",samsung,2106,1080
22,,,音乐,apple,2360,1640
23,,,"爱情,剧情,喜剧,都市,家庭",apple,828,1792
21,A45345E22E1D4AD589E4B1A56E5AC525e66c5a53790daf8c1455c2b4e4c0b151,Android_10,"音乐,竞技",OPPO,2132,1080
8,,Android_12,"都市,爱情,芒果出品",HUAWEI,1152,2151
8,,Android_10,"亲子,明星,真人秀,教育,芒果出品",HUAWEI,1080,2214
15,,Android_12,"真人秀,益智",HUAWEI,2597,1228
22,,Android_10,"芒果出品,网剧,都市,爱情,职场",HUAWEI,2231,1080
11,,,其他,rockchip,,
11,,,"剧情,悬疑,爱情",rockchip,,
12,,Android_12,"爱情,都市",HUAWEI,2289,1080
12,,Android_12,"爱情,都市",HUAWEI,2289,1080
18,,,"都市,爱情,剧情",Xiaodu,,
20,,,"剧情,喜剧,爱情,家庭",Xiaodu,,
17,,9,"青春,校园",xiaomi,,
16,,9,"爱情,都市,家庭",xiaomi,,
18,,,"爱情,悬疑,都市,芒果出品",Hisense,,
20,,,"爱情,都市,家庭",Hisense,,
17,,,其他,Letv,,
18,,,"纪实,生活,真人秀",Letv,,
15,,,其他,Xiaodu,,
15,,,"剧情,爱情,悬疑,犯罪",Xiaodu,,
14,,,"爱情,都市,家庭",apple,2360,1640
13,,,其他,apple,2360,1640
21,,,"都市,爱情,剧情",samsung,720,1280
21,,,"都市,爱情,剧情",samsung,720,1280
23,,9,"芒果出品,爱情,古装",MediaTek,,
18,,9,其他,MediaTek,,
11,,Android_12,其他,HUAWEI,1600,2006
12,,Android_12,"真人秀,芒果出品",HUAWEI,1600,2006
16,0e5ae7bdffa5fc8c,Android_12,"纪实,生活,真人秀",Xiaomi,1080,2195
17,0e5ae7bdffa5fc8c,Android_12,"剧情,喜剧,芒果出品",Xiaomi,1080,2195
13,,,音乐,Xiaomi,,
