hour,oaid,os,item_names,brand,sw,sh
7,170,10,83,19,84,121
23,170,10,107,19,84,121
11,170,10,102,29,84,121
2,170,10,102,29,84,121
17,170,10,12,29,84,121
7,170,3,47,11,84,121
3,170,3,111,11,84,121
3,170,10,107,25,84,121
3,170,10,71,25,84,121
16,170,10,44,18,22,142
16,170,10,44,18,22,142
14,170,10,66,7,84,121
9,170,10,104,7,84,121
7,170,10,119,59,84,121
7,170,10,107,59,84,121
1,170,6,38,57,95,21
1,170,6,78,57,95,21
15,170,10,107,47,84,121
15,170,10,34,47,84,121
8,170,10,18,53,84,121
8,170,10,102,53,84,121
13,170,10,115,63,84,121
13,170,10,66,63,84,121
11,170,9,87,36,95,133
14,170,9,23,36,95,133
7,170,10,54,50,84,121
17,170,10,104,50,84,121
17,170,10,49,19,84,121
17,170,10,44,19,84,121
10,170,10,42,18,78,153
10,170,10,42,18,78,153
0,170,10,102,19,84,121
0,170,10,102,19,84,121
21,170,10,107,29,84,121
23,170,10,102,29,84,121
8,170,14,38,41,109,125
4,170,14,38,41,109,125
11,170,14,102,41,84,121
18,170,14,102,41,84,121
2,170,14,38,41,5,138
16,170,14,38,41,5,138
8,170,10,23,41,84,121
8,170,10,23,41,84,121
4,170,8,38,41,44,138
4,170,8,38,41,44,138
20,170,14,23,41,109,125
20,170,14,23,41,109,125
14,170,14,62,41,5,138
14,170,14,62,41,5,138
5,170,14,50,41,35,72
5,170,14,50,41,35,72
11,170,14,38,41,35,72
11,170,14,38,41,35,72
14,170,14,38,41,109,125
13,170,14,38,41,109,125
2,170,14,38,41,111,51
2,170,14,38,41,111,51
13,170,14,38,41,5,138
9,170,14,38,41,5,138
11,170,14,18,41,84,121
17,170,14,42,41,84,121
7,170,14,38,41,70,174
20,170,14,38,41,70,174
3,170,14,76,41,114,151
3,170,14,76,41,114,151
